,purpose_en,start_date,end_date,destination_en,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en
9297,Regulatory Framework improvement update to officials from the five lower mainland municipalitie,2022-12-16,2022-12-16,"Richmond, British Columbia, Canada",399.05,132.57,0.0,0.0,3.62,535.24,"Same day trip, so no lodging. Meals and incidentals not claimed"
9301,Indigenous Monitoring Steering Committee,2022-11-22,2202-11-22,"Vancouver, British Columbia, Canada",283.76,53.2,0.0,102.45,55.6,495.01,Other includes YYC Parking - $29.35 + $26.25 GBT Service Fee
9302,TMX Line-Wide 2022 Gathering,2022-11-24,2022-11-25,"Vancouver, British Columbia, Canada",283.76,50.8,244.86,193.4,154.95,927.77,Other includes YYC Parking - $58.70; Dependant Care - $70; GBT Service Fee - $26.25
9338,To attend the NWT Forum,2023-01-30,2023-02-02,"Yellowknife, Northwest Territories, Canada",751.4,52.29,630.0,412.4,58.01,1904.1,"With apologies, this ER was missed on last two reporting periods "
9361,Minister's announcement on the Dimensions Pilot Program,2019-08-15,2019-08-15,"Toronto, Ontario, Canada",783.37,0.0,0.0,0.0,0.0,783.37,Trip was cancelled
9362,Meetings with stakeholders,2019-08-21,2019-08-21,"Toronto, Ontario, Canada",827.44,0.0,0.0,0.0,0.0,827.44,Trip was cancelled
9374,MSI Mid-term review and meeting with stakeholders,2019-09-06,2019-09-06,"Toronto, Ontario, Canada",436.32,75.45,0.0,0.0,0.0,511.77,Portion of credit on file used - Reference  T-2019-009-007
9375,MSI Mid-term review,2019-09-20,2019-09-20,"Toronto, Ontario, Canada",576.44,50.6,0.0,0.0,0.0,627.04,Balance of credit on file used - Reference  T-2019-009-007
9376,2019 Strategic Planning Session,2019-09-29,2019-09-30,"Toronto, Ontario, Canada",113.0,39.0,222.11,17.0,0.0,391.11,"Credit from a cancelled trip to reduce the airfare - Reference 
T-2019-09-008"
9411,Funding announcement,2020-02-27,2020-02-28,"Saskatoon, Saskatchewan, Canada",906.6,0.0,0.0,0.0,0.0,906.6,Trip was cancelled - credit on file
9415,2020 March Board of Directors Meeting,2020-03-22,2020-03-24,"Victoria, British Columbia, Canada",916.43,0.0,219.4,0.0,0.0,1135.83,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the flight and hotel room.
9416,2020 March Board of Directors Meeting,2020-03-24,2020-03-24,"Victoria, British Columbia, Canada",762.75,0.0,219.4,0.0,0.0,982.15,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the flight and hotel room.
9417,2020 March Board of Directors Meeting,2020-03-24,2020-03-24,"Victoria, British Columbia, Canada",711.9,0.0,219.4,0.0,0.0,931.3,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the flight and hotel room.
9418,2020 March Board of Directors Meeting,2020-03-24,2020-03-24,"Victoria, British Columbia, Canada",1154.48,0.0,438.79,0.0,0.0,1593.27,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the flight and hotel room.
9420,2020 March Board of Directors Meeting,2020-03-24,2020-03-24,"Victoria, British Columbia, Canada",230.0,0.0,438.79,0.0,0.0,668.79,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the flight and hotel room.
9421,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",0.0,0.0,658.2,0.0,0.0,658.2,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the hotel room.
9422,2020 March Board of Directors Meeting,2020-03-22,2020-03-24,"Victoria, British Columbia, Canada",0.0,0.0,438.79,0.0,0.0,438.79,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the hotel room.
9423,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",0.0,0.0,438.79,0.0,0.0,438.79,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the hotel room.
9424,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",0.0,0.0,438.79,0.0,0.0,438.79,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the hotel room.
9425,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",0.0,0.0,658.2,0.0,0.0,658.2,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the hotel room.
9426,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",0.0,0.0,438.79,0.0,0.0,438.79,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the hotel room.
9427,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",0.0,0.0,219.4,0.0,0.0,219.4,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the hotel room.
9428,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",0.0,0.0,219.4,0.0,0.0,219.4,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the hotel room.
9429,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",0.0,0.0,219.4,0.0,0.0,219.4,In-person meeting was cancelled due to COVID-19. Penalties were incurred for the hotel room.
9430,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",617.0,0.0,0.0,0.0,0.0,617.0,In-person meeting was cancelled due to COVID-19.  Unable to use travel credit.
9431,2020 March Board of Directors Meeting,2020-03-22,2020-03-25,"Victoria, British Columbia, Canada",-906.6,0.0,0.0,0.0,0.0,-906.6,Airfare refund from Air Canada for the in-person meeting that was cancelled due to COVID-19.
9450,"Dinner in honour of His Excellency Olaf Scholz, hosted by the Right Honourable Justing Trudeau",2022-08-22,2022-08-23,"Toronto, Ontario, Canada",2105.75,114.0,0.0,0.0,0.0,2219.75,An amount of $941.57 included in the airfare is a credit on file as this flight had to be cancelled.
9457,2022 Strategic Planning Session,2022-10-03,2022-10-04,"Toronto, Ontario, Canada",923.63,23.43,316.13,71.0,0.0,1334.19,Includes an amount of $261.17 in airfare cost for a cancelled flight. This amount is a credit on file.
9460,Helmholtz delegation and Gairdner Gala,2022-10-27,2022-10-27,"Montréal, Quebec, Canada And Toronto, Ontario, Canada",0.0,326.25,0.0,0.0,0.0,326.25,Airfare is net of $983.95 that is a credit on file for a cancelled aifare - reference T-2022-P5-00002
9462,2022 Strategic Planning Session,2022-10-04,2022-10-04,"Toronto, Ontario, Canada",869.25,0.0,0.0,0.0,0.0,869.25,Trip cancelled; credit on file issued in the amount of $869.25.
9472,2022 November Board of Directors meeting,2022-11-21,2022-11-22,"Victoria, British Columbia, Canada",225.24,138.46,221.43,137.0,0.0,1647.88,Airfare is net of $925.25 that was credit on file for a cancelled trip - reference T-2022-P08-00011
9480,2022 November Board of Directors meeting,2022-11-20,2022-11-22,"Victoria, British Columbia, Canada",0.0,256.9,442.86,0.0,0.0,1971.22,"Airfare is net of $1,271.46 that was a credit on file for a cancelled trip - reference T-2022-P5-00002"
